source,appendix,lake,station,season,sample_date_1971,depth_m,characteristic,value_as_printed,unit_as_printed,value_as_P,below_detection,not_determined,raw_text
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,1,o-PO4,0.14,mg/L as PO4,0.04566,FALSE,FALSE,0.14
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,1,t-PO4,0.21,mg/L as PO4,0.06849,FALSE,FALSE,0.21
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,1,SiO2,2.3,mg/L,,FALSE,FALSE,2.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,5,TKN,0.13,mg/L,,FALSE,FALSE,0.13
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,5,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,5,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,5,SiO2,2.3,mg/L,,FALSE,FALSE,2.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,10,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,10,TKN,0.13,mg/L,,FALSE,FALSE,0.13
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,10,o-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,10,t-PO4,0.07,mg/L as PO4,0.02283,FALSE,FALSE,0.07
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,10,SiO2,2.1,mg/L,,FALSE,FALSE,2.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,15,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,15,TKN,0.46,mg/L,,FALSE,FALSE,0.46
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,15,o-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,15,t-PO4,0.08,mg/L as PO4,0.02609,FALSE,FALSE,0.08
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,15,SiO2,1.3,mg/L,,FALSE,FALSE,1.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,20,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,20,TKN,0.69,mg/L,,FALSE,FALSE,0.69
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,20,o-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,20,t-PO4,0.11,mg/L as PO4,0.03588,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,20,SiO2,0.7,mg/L,,FALSE,FALSE,0.7
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,30,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,30,TKN,0.56,mg/L,,FALSE,FALSE,0.56
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,30,o-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,30,t-PO4,0.11,mg/L as PO4,0.03588,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,30,SiO2,0.6,mg/L,,FALSE,FALSE,0.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,38,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,38,TKN,0.69,mg/L,,FALSE,FALSE,0.69
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,38,o-PO4,0.07,mg/L as PO4,0.02283,FALSE,FALSE,0.07
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,38,t-PO4,0.13,mg/L as PO4,0.0424,FALSE,FALSE,0.13
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,JUNE,,38,SiO2,0.6,mg/L,,FALSE,FALSE,0.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,1,TKN,0.05,mg/L,,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,1,o-PO4,0.12,mg/L as PO4,0.03914,FALSE,FALSE,0.12
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,1,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,1,SiO2,2.6,mg/L,,FALSE,FALSE,2.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,5,TKN,0.2,mg/L,,FALSE,FALSE,0.20
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,5,o-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,5,t-PO4,0.11,mg/L as PO4,0.03588,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,5,SiO2,2.6,mg/L,,FALSE,FALSE,2.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,10,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,10,TKN,0.1,mg/L,,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,10,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,10,SiO2,2.4,mg/L,,FALSE,FALSE,2.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,25,NO3,0.11,mg/L,,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,25,TKN,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,25,o-PO4,0.11,mg/L as PO4,0.03588,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,25,t-PO4,0.15,mg/L as PO4,0.04892,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,25,SiO2,1.7,mg/L,,FALSE,FALSE,1.7
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,38,NO3,0.11,mg/L,,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,38,TKN,0.05,mg/L,,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,38,o-PO4,0.13,mg/L as PO4,0.0424,FALSE,FALSE,0.13
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,38,t-PO4,0.19,mg/L as PO4,0.06197,FALSE,FALSE,0.19
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,AUGUST,,38,SiO2,1.6,mg/L,,FALSE,FALSE,1.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,1,TKN,0.75,mg/L,,FALSE,FALSE,0.75
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,1,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,1,t-PO4,0.1,mg/L as PO4,0.03262,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,1,SiO2,2.8,mg/L,,FALSE,FALSE,2.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,15,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,15,TKN,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,15,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,15,t-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,15,SiO2,2.8,mg/L,,FALSE,FALSE,2.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,18,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,18,TKN,0.26,mg/L,,FALSE,FALSE,0.26
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,18,o-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,18,t-PO4,0.1,mg/L as PO4,0.03262,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,18,SiO2,2.1,mg/L,,FALSE,FALSE,2.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,30,NO3,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,30,TKN,0.3,mg/L,,FALSE,FALSE,0.30
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,30,o-PO4,0.16,mg/L as PO4,0.05219,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,30,t-PO4,0.21,mg/L as PO4,0.06849,FALSE,FALSE,0.21
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,30,SiO2,2.8,mg/L,,FALSE,FALSE,2.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,39,NO3,0.14,mg/L,,FALSE,FALSE,0.14
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,39,TKN,0.36,mg/L,,FALSE,FALSE,0.36
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,39,o-PO4,0.26,mg/L as PO4,0.0848,FALSE,FALSE,0.26
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,39,t-PO4,0.32,mg/L as PO4,0.10437,FALSE,FALSE,0.32
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,6,OCTOBER,,39,SiO2,3.1,mg/L,,FALSE,FALSE,3.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,1,TKN,0.77,mg/L,,FALSE,FALSE,0.77
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,1,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,1,t-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,1,SiO2,4.9,mg/L,,FALSE,FALSE,4.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,5,TKN,0.15,mg/L,,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,5,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,5,SiO2,4.8,mg/L,,FALSE,FALSE,4.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,10,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,10,TKN,0.21,mg/L,,FALSE,FALSE,0.21
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,10,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,10,SiO2,4.8,mg/L,,FALSE,FALSE,4.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,25,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,25,TKN,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,25,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,25,t-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,25,SiO2,5.0,mg/L,,FALSE,FALSE,5.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,50,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,50,TKN,0.2,mg/L,,FALSE,FALSE,0.20
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,50,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,50,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,50,SiO2,5.1,mg/L,,FALSE,FALSE,5.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,59,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,59,TKN,0.11,mg/L,,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,59,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,59,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,APRIL,,59,SiO2,5.3,mg/L,,FALSE,FALSE,5.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,1,TKN,0.08,mg/L,,FALSE,FALSE,0.08
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,1,o-PO4,0.29,mg/L as PO4,0.09459,FALSE,FALSE,0.29
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,1,t-PO4,0.38,mg/L as PO4,0.12394,FALSE,FALSE,0.38
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,1,SiO2,3.9,mg/L,,FALSE,FALSE,3.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,5,TKN,0.05,mg/L,,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,5,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,5,SiO2,3.7,mg/L,,FALSE,FALSE,3.7
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,10,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,10,TKN,0.33,mg/L,,FALSE,FALSE,0.33
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,10,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,10,SiO2,3.9,mg/L,,FALSE,FALSE,3.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,25,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,25,TKN,0.13,mg/L,,FALSE,FALSE,0.13
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,25,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,25,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,25,SiO2,4.2,mg/L,,FALSE,FALSE,4.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,50,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,50,TKN,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,50,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,50,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,50,SiO2,4.3,mg/L,,FALSE,FALSE,4.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,62,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,62,TKN,0.13,mg/L,,FALSE,FALSE,0.13
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,62,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,62,t-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,JUNE,,62,SiO2,4.4,mg/L,,FALSE,FALSE,4.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,1,TKN,0.39,mg/L,,FALSE,FALSE,0.39
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,1,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,1,t-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,1,SiO2,4.3,mg/L,,FALSE,FALSE,4.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,5,TKN,0.44,mg/L,,FALSE,FALSE,0.44
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,5,t-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,5,SiO2,4.3,mg/L,,FALSE,FALSE,4.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,10,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,10,TKN,0.36,mg/L,,FALSE,FALSE,0.36
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,10,t-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,10,SiO2,4.4,mg/L,,FALSE,FALSE,4.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Okanagan Lake,10,AUGUST,,25,NO3,0.04,mg/L,,FALSE,FALSE,0.04
