source,appendix,lake,station,season,sample_date_1971,depth_m,characteristic,value_as_printed,unit_as_printed,value_as_P,below_detection,not_determined,raw_text
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,5,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,5,t-PO4,0.07,mg/L as PO4,0.02283,FALSE,FALSE,0.07
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,5,SiO2,2.0,mg/L,,FALSE,FALSE,2.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,10,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,10,TKN,0.13,mg/L,,FALSE,FALSE,0.13
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,10,t-PO4,0.08,mg/L as PO4,0.02609,FALSE,FALSE,0.08
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,10,SiO2,2.5,mg/L,,FALSE,FALSE,2.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,25,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,25,TKN,0.13,mg/L,,FALSE,FALSE,0.13
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,25,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,25,t-PO4,0.11,mg/L as PO4,0.03588,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,25,SiO2,3.0,mg/L,,FALSE,FALSE,3.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,40,NO3,0.03,mg/L,,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,40,TKN,0.2,mg/L,,FALSE,FALSE,0.20
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,40,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,40,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,APRIL,,40,SiO2,3.0,mg/L,,FALSE,FALSE,3.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,1,TKN,0.23,mg/L,,FALSE,FALSE,0.23
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,1,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,1,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,1,SiO2,3.0,mg/L,,FALSE,FALSE,3.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,8,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,8,TKN,0.28,mg/L,,FALSE,FALSE,0.28
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,8,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,8,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,8,SiO2,3.0,mg/L,,FALSE,FALSE,3.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,12,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,12,TKN,0.1,mg/L,,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,12,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,12,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,12,SiO2,3.4,mg/L,,FALSE,FALSE,3.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,20,NO3,0.05,mg/L,,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,20,TKN,0.38,mg/L,,FALSE,FALSE,0.38
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,20,o-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,20,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,20,SiO2,2.8,mg/L,,FALSE,FALSE,2.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,30,NO3,0.08,mg/L,,FALSE,FALSE,0.08
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,30,TKN,0.11,mg/L,,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,30,o-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,30,t-PO4,0.07,mg/L as PO4,0.02283,FALSE,FALSE,0.07
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,30,SiO2,2.9,mg/L,,FALSE,FALSE,2.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,40,NO3,0.09,mg/L,,FALSE,FALSE,0.09
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,40,TKN,0.46,mg/L,,FALSE,FALSE,0.46
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,40,o-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,40,t-PO4,0.1,mg/L as PO4,0.03262,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,JUNE,,40,SiO2,3.2,mg/L,,FALSE,FALSE,3.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,1,NO3,0.04,mg/L,,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,1,TKN,0.23,mg/L,,FALSE,FALSE,0.23
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,1,o-PO4,0.21,mg/L as PO4,0.06849,FALSE,FALSE,0.21
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,1,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,1,SiO2,3.4,mg/L,,FALSE,FALSE,3.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,5,TKN,0.21,mg/L,,FALSE,FALSE,0.21
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,5,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,5,SiO2,3.4,mg/L,,FALSE,FALSE,3.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,15,NO3,0.05,mg/L,,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,15,TKN,0.11,mg/L,,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,15,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,15,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,15,SiO2,4.5,mg/L,,FALSE,FALSE,4.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,20,NO3,0.19,mg/L,,FALSE,FALSE,0.19
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,20,TKN,0.03,mg/L,,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,20,o-PO4,0.11,mg/L as PO4,0.03588,FALSE,FALSE,0.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,20,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,20,SiO2,6.1,mg/L,,FALSE,FALSE,6.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,30,NO3,0.23,mg/L,,FALSE,FALSE,0.23
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,30,TKN,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,30,o-PO4,0.17,mg/L as PO4,0.05545,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,30,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,30,SiO2,6.0,mg/L,,FALSE,FALSE,6.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,41,NO3,0.2,mg/L,,FALSE,FALSE,0.20
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,41,TKN,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,41,o-PO4,0.15,mg/L as PO4,0.04892,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,41,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,AUGUST,,41,SiO2,6.0,mg/L,,FALSE,FALSE,6.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,1,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,1,TKN,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,1,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,1,t-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,1,SiO2,4.3,mg/L,,FALSE,FALSE,4.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,15,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,15,TKN,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,15,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,15,t-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,15,SiO2,4.2,mg/L,,FALSE,FALSE,4.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,20,NO3,0.03,mg/L,,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,20,TKN,0.33,mg/L,,FALSE,FALSE,0.33
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,20,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,20,t-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,20,SiO2,4.2,mg/L,,FALSE,FALSE,4.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,25,NO3,0.1,mg/L,,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,25,TKN,0.43,mg/L,,FALSE,FALSE,0.43
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,25,o-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,25,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,25,SiO2,5.8,mg/L,,FALSE,FALSE,5.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,37,NO3,0.14,mg/L,,FALSE,FALSE,0.14
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,37,TKN,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,37,o-PO4,0.08,mg/L as PO4,0.02609,FALSE,FALSE,0.08
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,37,t-PO4,0.15,mg/L as PO4,0.04892,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,3,OCTOBER,,37,SiO2,6.5,mg/L,,FALSE,FALSE,6.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,1,TKN,0.15,mg/L,,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,1,o-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,1,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,1,SiO2,2.2,mg/L,,FALSE,FALSE,2.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,5,TKN,0.15,mg/L,,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,5,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,5,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,5,SiO2,2.0,mg/L,,FALSE,FALSE,2.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,12,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,12,TKN,0.33,mg/L,,FALSE,FALSE,0.33
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,12,o-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,12,t-PO4,0.07,mg/L as PO4,0.02283,FALSE,FALSE,0.07
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,APRIL,,12,SiO2,2.1,mg/L,,FALSE,FALSE,2.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,1,TKN,0.98,mg/L,,FALSE,FALSE,0.98
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,1,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,1,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,1,SiO2,3.2,mg/L,,FALSE,FALSE,3.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,5,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,5,TKN,0.1,mg/L,,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,5,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,5,SiO2,3.4,mg/L,,FALSE,FALSE,3.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,10,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,10,TKN,0.28,mg/L,,FALSE,FALSE,0.28
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,10,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,10,SiO2,3.6,mg/L,,FALSE,FALSE,3.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,13,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,13,TKN,0.21,mg/L,,FALSE,FALSE,0.21
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,13,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,13,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,JUNE,,13,SiO2,3.6,mg/L,,FALSE,FALSE,3.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,1,NO3,0.03,mg/L,,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,1,TKN,0.26,mg/L,,FALSE,FALSE,0.26
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,1,o-PO4,0.12,mg/L as PO4,0.03914,FALSE,FALSE,0.12
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,1,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,1,SiO2,3.6,mg/L,,FALSE,FALSE,3.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,7,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,7,TKN,0.38,mg/L,,FALSE,FALSE,0.38
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,7,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,7,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,7,SiO2,3.6,mg/L,,FALSE,FALSE,3.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,11,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,11,TKN,0.08,mg/L,,FALSE,FALSE,0.08
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,11,o-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,11,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,AUGUST,,11,SiO2,7.7,mg/L,,FALSE,FALSE,7.7
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,1,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,1,TKN,0.38,mg/L,,FALSE,FALSE,0.38
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,1,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,1,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
